indx,pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
3909,Kepler-1539 b,Kepler-1539,Kepler-1539,1,1,Transit,2016,0.4765,2.7,7.75,0.0,,0.8,0.84,748.326,Kepler
3910,Kepler-1541 b,Kepler-1541,Kepler-1541,1,1,Transit,2016,0.0781,1.16,1.65,0.0,,0.81,0.86,416.692,Kepler
3911,Kepler-1543 b,Kepler-1543,Kepler-1543,1,1,Transit,2016,0.0867,2.71,7.8,0.0,,1.65,1.39,921.784,Kepler
3912,Kepler-1544 b,Kepler-1544,Kepler-1544,1,1,Transit,2016,0.5421,1.78,3.82,0.0,,0.74,0.81,335.09,Kepler
3913,Kepler-1545 b,Kepler-1545,Kepler-1545,1,1,Transit,2016,0.5442,2.7,7.75,0.0,,0.8,0.84,729.964,Kepler
3914,Kepler-1546 b,Kepler-1546,Kepler-1546,1,1,Transit,2016,0.1366,3.13,9.96,0.0,,0.93,0.95,931.956,Kepler
3915,Kepler-1547 b,Kepler-1547,Kepler-1547,1,1,Transit,2016,0.0165,0.9,0.666,0.0,,1.18,1.12,674.695,Kepler
3916,Kepler-1548 b,Kepler-1548,Kepler-1548,1,1,Transit,2016,0.4679,2.64,7.46,0.0,,0.97,0.99,872.279,Kepler
3917,Kepler-1549 b,Kepler-1549,Kepler-1549,1,1,Transit,2016,0.6687,2.57,7.13,0.0,,0.84,0.88,803.052,Kepler
3918,Kepler-1550 b,Kepler-1550,Kepler-1550,1,1,Transit,2016,0.7681,3.02,9.38,0.0,,1.11,1.07,1179.01,Kepler
3919,Kepler-1551 b,Kepler-1551,Kepler-1551,1,1,Transit,2016,0.1772,2.66,7.56,0.0,,1.22,1.14,1463.72,Kepler
3920,Kepler-1552 b,Kepler-1552,Kepler-1552,1,1,Transit,2016,0.6045,2.47,6.66,0.0,,0.78,0.85,769.096,Kepler
3921,Kepler-1553 b,Kepler-1553,Kepler-1553,1,1,Transit,2016,0.0481,1.15,1.6,0.0,,0.81,0.85,692.594,Kepler
3922,Kepler-1554 b,Kepler-1554,Kepler-1554,1,1,Transit,2016,0.6314,2.9,8.75,0.0,,0.81,0.84,946.847,Kepler
3923,Kepler-1555 b,Kepler-1555,Kepler-1555,1,1,Transit,2016,0.0805,1.61,3.22,0.0,,1.06,1.04,2013.27,Kepler
3924,Kepler-1556 b,Kepler-1556,Kepler-1556,1,1,Transit,2016,0.0829,1.96,4.5,0.0,,0.95,0.97,944.54,Kepler
3925,Kepler-1557 b,Kepler-1557,Kepler-1557,1,1,Transit,2016,0.049,1.53,2.96,0.0,,1.17,1.11,1380.16,Kepler
3926,Kepler-1558 b,Kepler-1558,Kepler-1558,1,1,Transit,2016,0.0419,0.68,0.244,0.0,,0.79,0.83,325.737,Kepler
3927,Kepler-1559 b,Kepler-1559,Kepler-1559,1,1,Transit,2016,0.018,0.72,0.299,0.0,,0.82,0.86,614.827,Kepler
3928,Kepler-1560 b,Kepler-1560,Kepler-1560,1,1,Transit,2016,0.0397,0.89,0.64,0.0,,1.02,1.02,502.497,Kepler
3929,Kepler-1561 b,Kepler-1561,Kepler-1561,1,1,Transit,2016,0.0194,1.09,1.32,0.0,,1.11,1.07,839.076,Kepler
3930,Kepler-1562 b,Kepler-1562,Kepler-1562,1,1,Transit,2016,0.3308,3.55,12.3,0.0,,1.05,1.02,2060.72,Kepler
3931,Kepler-1563 b,Kepler-1563,Kepler-1563,1,1,Transit,2016,0.0442,0.75,0.347,0.0,,0.99,1.0,616.697,Kepler
3932,Kepler-1564 b,Kepler-1564,Kepler-1564,1,1,Transit,2016,0.1327,1.47,2.76,0.0,,0.9,0.93,908.805,Kepler
3933,Kepler-1565 b,Kepler-1565,Kepler-1565,1,1,Transit,2016,0.0241,1.19,1.81,0.0,,0.73,0.76,629.93,Kepler
3934,Kepler-1566 b,Kepler-1566,Kepler-1566,1,1,Transit,2016,0.0121,0.79,0.418,0.0,,0.81,0.84,466.586,Kepler
3935,Kepler-1567 b,Kepler-1567,Kepler-1567,1,1,Transit,2016,0.552,2.73,7.9,0.0,,0.93,0.95,1206.11,Kepler
3936,Kepler-1568 b,Kepler-1568,Kepler-1568,1,1,Transit,2016,0.1499,1.3,2.24,0.0,,1.19,1.09,916.313,Kepler
3937,Kepler-1569 b,Kepler-1569,Kepler-1569,1,1,Transit,2016,0.0654,1.68,3.46,0.0,,1.4,1.25,945.454,Kepler
3938,Kepler-1570 b,Kepler-1570,Kepler-1570,1,1,Transit,2016,0.1784,1.07,1.24,0.0,,0.89,0.92,918.995,Kepler
3939,Kepler-1571 b,Kepler-1571,Kepler-1571,1,1,Transit,2016,0.0432,1.52,2.92,0.0,,1.39,1.23,675.303,Kepler
3940,Kepler-1572 b,Kepler-1572,Kepler-1572,1,1,Transit,2016,0.0614,0.94,0.779,0.0,,0.95,0.97,946.602,Kepler
3941,Kepler-1573 b,Kepler-1573,Kepler-1573,1,1,Transit,2016,0.0364,1.2,1.87,0.0,,1.0,1.01,1455.36,Kepler
3942,Kepler-1574 b,Kepler-1574,Kepler-1574,1,1,Transit,2016,0.0743,1.29,2.21,0.0,,1.08,1.06,1384.16,Kepler
3943,Kepler-1575 b,Kepler-1575,Kepler-1575,1,1,Transit,2016,0.0366,1.31,2.27,0.0,,0.92,0.95,1246.92,Kepler
3944,Kepler-1576 b,Kepler-1576,Kepler-1576,1,1,Transit,2016,0.0726,1.04,1.12,0.0,,1.06,1.05,460.91,Kepler
3945,Kepler-1577 b,Kepler-1577,Kepler-1577,1,1,Transit,2016,0.0657,1.13,1.51,0.0,,0.74,0.78,510.029,Kepler
3946,Kepler-1578 b,Kepler-1578,Kepler-1578,1,1,Transit,2016,0.0252,1.04,1.12,0.0,,0.86,0.9,1064.05,Kepler
3947,Kepler-1579 b,Kepler-1579,Kepler-1579,1,1,Transit,2016,0.014,0.84,0.52,0.0,,0.7,0.75,466.0,Kepler
3948,Kepler-1580 b,Kepler-1580,Kepler-1580,1,1,Transit,2016,0.323,2.11,5.1,0.0,,2.15,1.47,1002.02,Kepler
3949,Kepler-1581 b,Kepler-1581,Kepler-1581,1,1,Transit,2016,0.0674,0.8,0.437,0.0,,1.23,1.12,493.175,Kepler
3950,Kepler-1582 b,Kepler-1582,Kepler-1582,1,1,Transit,2016,0.0316,1.49,2.83,0.0,,0.3,0.28,78.8906,Kepler
3951,Kepler-1583 b,Kepler-1583,Kepler-1583,1,1,Transit,2016,0.085,0.6,0.156,0.0,,0.91,0.94,403.933,Kepler
3952,Kepler-1584 b,Kepler-1584,Kepler-1584,1,1,Transit,2016,0.1168,1.61,3.22,0.0,,1.13,1.1,1416.31,Kepler
3953,Kepler-1585 b,Kepler-1585,Kepler-1585,1,1,Transit,2016,0.0445,1.79,3.86,0.0,,0.91,0.94,944.465,Kepler
3954,Kepler-1586 b,Kepler-1586,Kepler-1586,1,1,Transit,2016,0.1266,1.52,2.92,0.0,,1.75,1.45,552.55,Kepler
3955,Kepler-1587 b,Kepler-1587,Kepler-1587,1,1,Transit,2016,0.0878,1.33,2.33,0.0,,1.22,1.08,1026.48,Kepler
3956,Kepler-1588 b,Kepler-1588,Kepler-1588,1,1,Transit,2016,0.0726,0.76,0.363,0.0,,0.99,0.96,924.141,Kepler
3957,Kepler-1589 b,Kepler-1589,Kepler-1589,1,1,Transit,2016,0.0205,1.09,1.32,0.0,,1.25,1.18,1513.14,Kepler
3958,Kepler-1590 b,Kepler-1590,Kepler-1590,1,1,Transit,2016,0.0772,1.14,1.55,0.0,,1.16,1.11,771.152,Kepler
3959,Kepler-1591 b,Kepler-1591,Kepler-1591,1,1,Transit,2016,0.0794,1.27,2.15,0.0,,1.16,1.1,1419.58,Kepler
3960,Kepler-1592 b,Kepler-1592,Kepler-1592,1,1,Transit,2016,0.04,1.54,2.99,0.0,,1.28,1.18,1639.47,Kepler
3961,Kepler-1593 b,Kepler-1593,Kepler-1593,1,1,Transit,2016,0.546,3.17,10.2,0.0,,0.77,0.81,638.249,Kepler
3962,Kepler-1594 b,Kepler-1594,Kepler-1594,1,1,Transit,2016,0.0396,1.06,1.2,0.0,,1.08,1.06,976.868,Kepler
3963,Kepler-1595 b,Kepler-1595,Kepler-1595,1,1,Transit,2016,0.051,1.23,2.04,0.0,,0.8,0.84,845.022,Kepler
3964,Kepler-1596 b,Kepler-1596,Kepler-1596,1,1,Transit,2016,0.3237,1.9,4.27,0.0,,0.92,0.95,2146.23,Kepler
3965,Kepler-1597 b,Kepler-1597,Kepler-1597,1,1,Transit,2016,0.0427,1.06,1.2,0.0,,1.39,1.25,1221.05,Kepler
3966,Kepler-1598 b,Kepler-1598,Kepler-1598,1,1,Transit,2016,0.0527,0.95,0.809,0.0,,1.09,1.07,619.862,Kepler
3967,Kepler-1599 b,Kepler-1599,Kepler-1599,1,1,Transit,2016,0.4823,1.62,3.26,0.0,,0.99,0.99,1328.2,Kepler
3968,Kepler-1601 b,Kepler-1601,Kepler-1601,1,1,Transit,2016,0.0336,0.82,0.477,0.0,,1.07,1.04,644.456,Kepler
3969,Kepler-1602 b,Kepler-1602,Kepler-1602,1,1,Transit,2016,0.1074,1.34,2.36,0.0,,1.36,1.22,629.804,Kepler
3970,Kepler-1603 b,Kepler-1603,Kepler-1603,1,1,Transit,2016,0.0351,1.29,2.21,0.0,,1.31,1.21,2712.58,Kepler
3971,Kepler-1604 b,Kepler-1604,Kepler-1604,1,1,Transit,2016,0.0089,1.41,2.57,0.0,,0.76,0.81,541.189,Kepler
3972,Kepler-1605 b,Kepler-1605,Kepler-1605,1,1,Transit,2016,0.3912,1.08,1.28,0.0,,0.82,0.86,546.23,Kepler
3973,Kepler-1606 b,Kepler-1606,Kepler-1606,1,1,Transit,2016,0.6421,2.07,4.94,0.0,,0.86,0.9,831.287,Kepler
3974,Kepler-1607 b,Kepler-1607,Kepler-1607,1,1,Transit,2016,0.1075,0.92,0.721,0.0,,1.21,1.14,1286.1,Kepler
3975,Kepler-1608 b,Kepler-1608,Kepler-1608,1,1,Transit,2016,0.1126,1.73,3.64,0.0,,0.72,0.75,832.0,Kepler
3976,Kepler-1609 b,Kepler-1609,Kepler-1609,1,1,Transit,2016,0.4679,2.22,5.56,0.0,,1.27,1.18,1826.04,Kepler
3977,Kepler-1610 b,Kepler-1610,Kepler-1610,1,1,Transit,2016,0.0777,1.61,3.22,0.0,,0.87,0.91,864.331,Kepler
3978,Kepler-1611 b,Kepler-1611,Kepler-1611,1,1,Transit,2016,0.0586,0.81,0.457,0.0,,0.93,0.94,908.444,Kepler
3979,Kepler-1612 b,Kepler-1612,Kepler-1612,1,1,Transit,2016,0.0482,1.03,1.08,0.0,,0.94,0.96,764.726,Kepler
3980,Kepler-1613 b,Kepler-1613,Kepler-1613,1,1,Transit,2016,0.0264,2.08,4.98,0.0,,1.12,1.08,1508.33,Kepler
3981,Kepler-1614 b,Kepler-1614,Kepler-1614,1,1,Transit,2016,0.0471,1.49,2.83,0.0,,0.76,0.79,1191.19,Kepler
3982,Kepler-1615 b,Kepler-1615,Kepler-1615,1,1,Transit,2016,0.2788,2.06,4.9,0.0,,1.05,1.04,1393.83,Kepler
3983,Kepler-1616 b,Kepler-1616,Kepler-1616,1,1,Transit,2016,0.0761,1.02,1.04,0.0,,1.34,1.21,1137.81,Kepler
3984,Kepler-1617 b,Kepler-1617,Kepler-1617,1,1,Transit,2016,0.181,1.2,1.87,0.0,,1.22,1.15,898.31,Kepler
3985,Kepler-1618 b,Kepler-1618,Kepler-1618,1,1,Transit,2016,0.0706,1.26,2.13,0.0,,1.65,1.41,1229.25,Kepler
3986,Kepler-1619 b,Kepler-1619,Kepler-1619,1,1,Transit,2016,0.1611,0.76,0.363,0.0,,1.0,1.0,734.85,Kepler
3987,Kepler-1620 b,Kepler-1620,Kepler-1620,1,1,Transit,2016,0.4322,1.61,3.22,0.0,,1.23,1.15,895.069,Kepler
3988,Kepler-1621 b,Kepler-1621,Kepler-1621,1,1,Transit,2016,0.4204,2.16,5.31,0.0,,1.24,1.15,1631.66,Kepler
3989,Kepler-1622 b,Kepler-1622,Kepler-1622,1,1,Transit,2016,0.0994,1.47,2.76,0.0,,1.5,1.31,796.477,Kepler
3990,Kepler-1623 b,Kepler-1623,Kepler-1623,1,1,Transit,2016,0.0518,1.31,2.27,0.0,,1.0,1.0,837.481,Kepler
3991,Kepler-1624 b,Kepler-1624,Kepler-1624,1,1,Transit,2016,0.0327,5.7,27.6,0.0,,0.47,0.5,258.979,Kepler
3992,Kepler-1625 b,Kepler-1625,Kepler-1625,1,1,Transit,2016,0.8748,6.06,30.6,0.0,,0.94,0.96,2310.11,Kepler
3993,Kepler-1626 b,Kepler-1626,Kepler-1626,1,1,Transit,2016,0.0537,2.02,4.74,0.0,,1.85,1.51,1368.83,Kepler
3994,Kepler-1627 b,Kepler-1627,Kepler-1627,1,1,Transit,2016,0.0643,3.69,13.2,0.0,,0.84,0.87,317.437,Kepler
3995,Kepler-1628 b,Kepler-1628,Kepler-1628,1,1,Transit,2016,0.2952,6.43,33.8,0.0,,0.52,0.55,352.0,Kepler
3996,Kepler-1629 b,Kepler-1629,Kepler-1629,1,1,Transit,2016,0.0485,0.77,0.381,0.0,,1.01,1.01,336.09,Kepler
3997,Kepler-1630 b,Kepler-1630,Kepler-1630,1,1,Transit,2016,1.1218,2.19,5.43,0.0,,0.63,0.66,331.213,Kepler
3998,Kepler-1631 b,Kepler-1631,Kepler-1631,1,1,Transit,2016,0.0511,1.35,2.39,0.0,,0.95,0.97,1305.99,Kepler
3999,Kepler-1632 b,Kepler-1632,Kepler-1632,1,1,Transit,2016,0.6762,2.47,6.66,0.0,,1.19,1.12,716.76,Kepler
4000,Kepler-1633 b,Kepler-1633,Kepler-1633,1,1,Transit,2016,0.3875,1.58,3.12,0.0,,1.32,1.2,1114.91,Kepler
4001,Kepler-1634 b,Kepler-1634,Kepler-1634,1,1,Transit,2016,1.0525,3.19,10.3,0.0,,0.89,0.92,617.339,Kepler
4002,Kepler-1635 b,Kepler-1635,Kepler-1635,1,1,Transit,2016,1.117,3.64,12.9,0.0,,0.85,0.89,1069.45,Kepler
4003,Kepler-1636 b,Kepler-1636,Kepler-1636,1,1,Transit,2016,1.1546,3.23,10.5,0.0,,1.02,1.01,1947.54,Kepler
4004,Kepler-1637 b,Kepler-1637,Kepler-1637,1,1,Transit,2016,0.0596,0.89,0.64,0.0,,1.02,1.02,567.187,Kepler
4005,Kepler-1638 b,Kepler-1638,Kepler-1638,1,1,Transit,2016,0.745,1.87,4.16,0.0,,0.95,0.97,1525.52,Kepler
4006,Kepler-1639 b,Kepler-1639,Kepler-1639,1,1,Transit,2016,0.0932,2.58,7.18,0.0,,1.18,1.12,1031.31,Kepler
4007,Kepler-1640 b,Kepler-1640,Kepler-1640,1,1,Transit,2016,0.0836,4.82,20.7,0.0,,1.43,1.27,1859.78,Kepler
4008,Kepler-1643 b,Kepler-1643,Kepler-1643,1,1,Transit,2016,0.0531,2.32,5.99,0.0,,0.86,0.85,341.774,Kepler
4009,Kepler-1644 b,Kepler-1644,Kepler-1644,1,1,Transit,2016,0.142,1.88,4.19,0.0,,0.86,0.89,629.27,Kepler
4010,Kepler-1645 b,Kepler-1645,Kepler-1645,1,1,Transit,2016,0.1285,1.78,3.82,0.0,,1.02,1.02,1202.47,Kepler
4011,Kepler-1646 b,Kepler-1646,Kepler-1646,1,1,Transit,2016,0.0295,1.23,2.04,0.0,,0.26,0.24,127.591,Kepler
4012,Kepler-1650 b,Kepler-1650,Kepler-1650,1,1,Transit,2017,0.0167,0.96,0.84,0.01,,0.33,0.33,134.397,Kepler
4013,Kepler-1652 b,Kepler-1652,Kepler-1652,1,1,Transit,2017,0.1654,1.6,3.19,0.0,,0.38,0.4,252.0,Kepler
4014,Kepler-1653 b,Kepler-1653,Kepler-1653,1,1,Transit,2017,0.4706,2.17,5.35,0.0,,0.69,0.72,755.0,Kepler
4015,Kepler-1654 b,Kepler-1654,Kepler-1654,1,1,Transit,2018,2.026,9.18,158.915,0.26,G5 V,1.18,1.01,568.117,Kepler
4016,Kepler-1655 b,Kepler-1655,Kepler-1655,1,1,Transit,2018,0.103,2.213,5.0,0.0,G0 V,1.03,1.03,213.26,Kepler
4017,Kepler-1658 b,Kepler-1658,Kepler-1658,1,1,Transit,2019,0.0544,11.994,1868.8404,0.0628,,2.89,1.45,788.238,Kepler
4018,Kepler-1663 b,Kepler-1663,Kepler-1663,1,1,Transit,2020,0.1072,3.304,10.9,0.0,,0.63,0.61,337.926,Kepler
4019,Kepler-1664 b,Kepler-1664,Kepler-1664,1,1,Transit,2020,0.1137,3.033,9.45,0.0,,1.07,0.94,626.691,Kepler
4020,Kepler-1665 b,Kepler-1665,Kepler-1665,1,1,Transit,2020,0.1006,2.839,8.44,0.0,,0.78,0.84,335.515,Kepler
4021,Kepler-1667 b,Kepler-1667,Kepler-1667,1,1,Transit,2020,0.4256,2.984,9.19,0.0,,1.09,1.09,626.819,Kepler
4022,Kepler-1668 b,Kepler-1668,Kepler-1668,1,1,Transit,2020,0.124,4.348,17.4,0.0,,1.02,0.98,1335.64,Kepler
4023,Kepler-1670 b,Kepler-1670,Kepler-1670,1,1,Transit,2020,0.1528,3.356,11.2,0.0,,1.52,1.05,2065.98,Kepler
4024,Kepler-1671 b,Kepler-1671,Kepler-1671,1,1,Transit,2020,0.0491,1.326,2.32,0.0,,0.93,0.87,357.059,Kepler
4025,Kepler-1672 b,Kepler-1672,Kepler-1672,1,1,Transit,2020,0.5726,2.97,9.11,0.0,,1.09,1.16,391.181,Kepler
4026,Kepler-1673 b,Kepler-1673,Kepler-1673,1,1,Transit,2020,0.2127,2.936,8.93,0.0,,1.13,1.11,727.187,Kepler
4027,Kepler-1674 b,Kepler-1674,Kepler-1674,1,1,Transit,2020,0.3017,3.206,10.4,0.0,,0.88,0.96,1012.48,Kepler
4028,Kepler-1675 b,Kepler-1675,Kepler-1675,1,1,Transit,2020,0.3076,3.125,9.93,0.0,,1.13,1.06,651.117,Kepler
4029,Kepler-1676 b,Kepler-1676,Kepler-1676,1,1,Transit,2020,0.1954,3.377,11.3,0.0,,1.06,1.07,,Kepler
4030,Kepler-1677 b,Kepler-1677,Kepler-1677,1,1,Transit,2020,0.1624,2.702,7.76,0.0,,1.25,1.11,735.369,Kepler
4031,Kepler-1678 b,Kepler-1678,Kepler-1678,1,1,Transit,2020,0.5302,3.304,10.9,0.0,,0.83,1.03,847.339,Kepler
4032,Kepler-1679 b,Kepler-1679,Kepler-1679,1,1,Transit,2020,0.0892,2.069,4.93,0.0,,0.87,0.96,909.28,Kepler
4033,Kepler-1680 b,Kepler-1680,Kepler-1680,1,1,Transit,2020,0.0784,1.36,2.42,0.0,,0.72,0.83,310.315,Kepler
4034,Kepler-1681 b,Kepler-1681,Kepler-1681,1,1,Transit,2020,0.32,2.553,7.05,0.0,,0.76,0.89,758.3,Kepler
4035,Kepler-1682 b,Kepler-1682,Kepler-1682,1,1,Transit,2020,0.1134,2.889,8.7,0.0,,0.84,0.99,1159.85,Kepler
4036,Kepler-1683 b,Kepler-1683,Kepler-1683,1,1,Transit,2020,0.1182,1.875,4.17,0.0,,0.9,0.95,733.143,Kepler
4037,Kepler-1684 b,Kepler-1684,Kepler-1684,1,1,Transit,2020,0.2253,2.871,8.6,0.0,,0.67,0.75,621.996,Kepler
4038,Kepler-1685 b,Kepler-1685,Kepler-1685,1,1,Transit,2020,0.1485,2.577,7.16,0.0,,0.84,0.96,1141.89,Kepler
4039,Kepler-1686 b,Kepler-1686,Kepler-1686,1,1,Transit,2020,0.0866,1.426,2.62,0.0,,1.2,1.02,729.823,Kepler
4040,Kepler-1687 b,Kepler-1687,Kepler-1687,1,1,Transit,2020,0.0532,1.656,3.38,0.0,,0.73,0.65,417.014,Kepler
4041,Kepler-1688 b,Kepler-1688,Kepler-1688,1,1,Transit,2020,0.0577,1.262,2.13,0.0,,0.75,0.81,567.4468709,Kepler
4042,Kepler-1689 b,Kepler-1689,Kepler-1689,1,1,Transit,2020,0.0798,0.947,0.799,0.0,,1.0,1.02,294.122,Kepler
4043,Kepler-1690 b,Kepler-1690,Kepler-1690,1,1,Transit,2020,0.7097,2.811,8.3,0.0,,0.86,0.94,703.789,Kepler
4044,Kepler-1691 b,Kepler-1691,Kepler-1691,1,1,Transit,2020,0.0495,1.835,4.02,0.0,,1.13,1.11,1267.67,Kepler
4045,Kepler-1692 b,Kepler-1692,Kepler-1692,1,1,Transit,2020,0.0646,1.112,1.42,0.0,,0.87,0.87,591.019,Kepler
4046,Kepler-1694 b,Kepler-1694,Kepler-1694,1,1,Transit,2020,0.0449,1.18,1.76,0.0,,0.76,0.82,513.329,Kepler
4047,Kepler-1695 b,Kepler-1695,Kepler-1695,1,1,Transit,2020,0.0529,1.119,1.46,0.0,,0.99,0.96,791.175,Kepler
4048,Kepler-1696 b,Kepler-1696,Kepler-1696,1,1,Transit,2020,0.3244,2.81,8.29,0.0,,1.2,1.02,1506.36,Kepler
4049,Kepler-1697 b,Kepler-1697,Kepler-1697,1,1,Transit,2020,0.2008,1.26,2.12,0.0,,0.77,0.75,247.771,Kepler
4050,Kepler-1698 b,Kepler-1698,Kepler-1698,1,1,Transit,2020,0.0203,1.073,1.25,0.0,,0.74,0.82,222.345,Kepler
4051,Kepler-1699 b,Kepler-1699,Kepler-1699,1,1,Transit,2020,0.0418,1.567,3.08,0.0,,0.73,0.81,818.759,Kepler
4052,Kepler-17 b,Kepler-17,Kepler-17,1,1,Transit,2011,0.02591,14.68,778.65,0.011,G2 V,1.01,1.04,720.753,Kepler
4053,Kepler-1700 b,Kepler-1700,Kepler-1700,1,1,Transit,2020,0.7576,2.901,8.76,0.0,,1.09,1.12,717.597,Kepler
4054,Kepler-1701 b,Kepler-1701,Kepler-1701,1,1,Transit,2020,0.5608,2.222,5.57,0.0,,0.84,0.87,584.142,Kepler
4055,Kepler-1702 b,Kepler-1702,Kepler-1702,1,1,Transit,2020,0.1275,1.602,3.2,0.0,,0.73,0.85,857.14,Kepler
4056,Kepler-1704 b,Kepler-1704,Kepler-1704,1,1,Transit,2013,2.027,11.949,1322.16617,0.92,,1.7,1.13,835.455,Kepler
4057,Kepler-1708 b,Kepler-1708,Kepler-1708,1,1,Transit,2021,1.64,9.96,1462.01067,0.4,,1.12,1.09,1666.69,Kepler
4058,Kepler-1709 b,Kepler-1709,Kepler-1709,1,1,Transit,2021,0.3192,3.124,9.93,0.0,,1.04,1.0,273.946,Kepler
4059,Kepler-1710 b,Kepler-1710,Kepler-1710,1,1,Transit,2021,0.1159,3.197,10.3,0.0,,0.9,0.93,305.193,Kepler
4060,Kepler-1711 b,Kepler-1711,Kepler-1711,1,1,Transit,2021,0.1463,1.923,4.36,0.0,,1.03,0.94,590.268,Kepler
4061,Kepler-1712 b,Kepler-1712,Kepler-1712,1,1,Transit,2021,0.0903,2.284,5.83,0.0,,0.51,0.52,156.264,Kepler
4062,Kepler-1713 b,Kepler-1713,Kepler-1713,1,1,Transit,2021,0.1469,1.717,3.59,0.0,,1.46,1.3,295.293,Kepler
4063,Kepler-1714 b,Kepler-1714,Kepler-1714,1,1,Transit,2021,0.1047,3.264,10.7,0.0,,2.09,1.45,409.46,Kepler
4064,Kepler-1715 b,Kepler-1715,Kepler-1715,1,1,Transit,2021,0.2178,4.14,16.0,0.0,,1.21,1.08,522.605,Kepler
4065,Kepler-1716 b,Kepler-1716,Kepler-1716,1,1,Transit,2021,0.1916,2.425,6.46,0.0,,0.68,0.75,195.439,Kepler
4066,Kepler-1717 b,Kepler-1717,Kepler-1717,1,1,Transit,2021,0.2014,2.989,9.21,0.0,,1.64,1.16,1008.79,Kepler
4067,Kepler-1718 b,Kepler-1718,Kepler-1718,1,1,Transit,2021,0.4878,2.569,7.12,0.0,,0.91,0.85,375.522,Kepler
4068,Kepler-1719 b,Kepler-1719,Kepler-1719,1,1,Transit,2021,0.0674,3.95,14.8,0.0,,1.78,1.08,905.406,Kepler
4069,Kepler-1720 b,Kepler-1720,Kepler-1720,1,1,Transit,2021,0.1043,3.216,10.4,0.0,,0.84,0.94,629.445,Kepler
4070,Kepler-1721 b,Kepler-1721,Kepler-1721,1,1,Transit,2021,0.0519,3.119,9.9,0.0,,0.8,0.89,641.374,Kepler
4071,Kepler-1722 b,Kepler-1722,Kepler-1722,1,1,Transit,2021,0.0819,2.867,8.58,0.0,,0.79,0.88,772.283,Kepler
4072,Kepler-1723 b,Kepler-1723,Kepler-1723,1,1,Transit,2021,0.2249,2.88,8.65,0.0,,1.01,0.96,811.278,Kepler
4073,Kepler-1724 b,Kepler-1724,Kepler-1724,1,1,Transit,2021,0.0683,2.837,8.43,0.0,,0.94,1.02,1060.77,Kepler
4074,Kepler-1725 b,Kepler-1725,Kepler-1725,1,1,Transit,2021,0.1302,2.813,8.31,0.0,,1.08,1.05,558.652,Kepler
4075,Kepler-1726 b,Kepler-1726,Kepler-1726,1,1,Transit,2021,0.1306,2.509,6.84,0.0,,0.8,0.88,390.552,Kepler
4076,Kepler-1727 b,Kepler-1727,Kepler-1727,1,1,Transit,2021,0.0796,3.173,10.2,0.0,,0.82,0.82,894.187,Kepler
4077,Kepler-1728 b,Kepler-1728,Kepler-1728,1,1,Transit,2021,0.0535,2.955,9.04,0.0,,0.81,0.89,651.783,Kepler
4078,Kepler-1729 b,Kepler-1729,Kepler-1729,1,1,Transit,2021,0.0418,3.894,14.4,0.0,,0.52,0.54,576.181,Kepler
4079,Kepler-1730 b,Kepler-1730,Kepler-1730,1,1,Transit,2021,0.1131,4.485,18.4,0.0,,1.14,1.01,1427.08,Kepler
4080,Kepler-1731 b,Kepler-1731,Kepler-1731,1,1,Transit,2021,0.1401,2.933,8.92,0.0,,0.72,0.78,169.948,Kepler
4081,Kepler-1732 b,Kepler-1732,Kepler-1732,1,1,Transit,2021,0.2015,4.099,15.7,0.0,,1.49,1.04,1289.41,Kepler
4082,Kepler-1733 b,Kepler-1733,Kepler-1733,1,1,Transit,2021,0.0933,3.636,12.8,0.0,,1.25,1.27,2080.51,Kepler
4083,Kepler-1734 b,Kepler-1734,Kepler-1734,1,1,Transit,2021,0.0714,3.089,9.74,0.0,,0.97,1.05,1482.83,Kepler
4084,Kepler-1735 b,Kepler-1735,Kepler-1735,1,1,Transit,2021,0.0621,1.194,1.84,0.0,,0.51,0.54,245.303,Kepler
4085,Kepler-1736 b,Kepler-1736,Kepler-1736,1,1,Transit,2021,0.2188,3.877,14.3,0.0,,0.97,0.98,1430.0,Kepler
4086,Kepler-1737 b,Kepler-1737,Kepler-1737,1,1,Transit,2021,0.297,5.395,25.1,0.0,,0.88,0.83,,Kepler
4087,Kepler-1738 b,Kepler-1738,Kepler-1738,1,1,Transit,2021,0.0781,2.825,8.37,0.0,,1.0,1.08,1302.87,Kepler
4088,Kepler-1739 b,Kepler-1739,Kepler-1739,1,1,Transit,2021,0.0697,2.431,6.48,0.0,,0.76,0.86,783.666,Kepler
4089,Kepler-1740 b,Kepler-1740,Kepler-1740,1,1,Transit,2021,0.0779,3.323,11.0,0.0,,0.91,0.94,1061.77,Kepler
4090,Kepler-1741 b,Kepler-1741,Kepler-1741,1,1,Transit,2021,0.0296,1.273,2.16,0.0,,0.42,0.45,270.739,Kepler
4091,Kepler-1742 b,Kepler-1742,Kepler-1742,1,1,Transit,2021,0.2587,2.178,5.38,0.0,,0.85,0.94,669.573,Kepler
4092,Kepler-1743 b,Kepler-1743,Kepler-1743,1,1,Transit,2021,0.0822,1.599,3.18,0.0,,1.61,1.27,538.807,Kepler
