pl_name,st_spectype
OGLE-2017-BLG-1691L b,
OGLE-2018-BLG-0383L b,
OGLE-2018-BLG-0532L b,
OGLE-2018-BLG-0567L b,
OGLE-2018-BLG-0596L b,
OGLE-2018-BLG-0677L b,
OGLE-2018-BLG-0740L b,G V
OGLE-2018-BLG-0962L b,
OGLE-2018-BLG-1185L b,
OGLE-2018-BLG-1269L b,
OGLE-2018-BLG-1428L b,
OGLE-2019-BLG-0299L b,
OGLE-2019-BLG-0362L b,
OGLE-2019-BLG-0954L b,
OGLE-2019-BLG-0960L b,
OGLE-TR-10 b,G2 V
OGLE-TR-111 b,K2 V
OGLE-TR-113 b,K4 V
OGLE-TR-132 b,F5 V
OGLE-TR-182 b,
OGLE-TR-211 b,
OGLE-TR-56 b,F8 V
OGLE2-TR-L9 b,
Oph 11 b,M9
PH2 b,
POTS-1 b,K5 V
PSR B0329+54 b,
PSR J1719-1438 b,
PSR J2322-2650 b,
Pr0201 b,
Qatar-1 b,
Qatar-10 b,F7 V
Qatar-2 b,
Qatar-3 b,G0 V
Qatar-4 b,K1 V
Qatar-5 b,G2 V
Qatar-7 b,F4 V
Qatar-8 b,G0 V
Qatar-9 b,K5 V
Ross 128 b,M4
Ross 508 b,M4.5 V
SWEEPS-11 b,
SWEEPS-4 b,
TAP 26 b,
TCP J05074264+2447555 b,
TIC 237913194 b,G3
TIC 257060897 b,
TOI-1075 b,K9 V/M0 V
TOI-1107 b,F6 V
TOI-1181 b,F9 IV
TOI-122 b,M3 V
TOI-1227 b,M4.5V-M5V
TOI-1231 b,M3 V
TOI-1235 b,M0.5 V
TOI-1268 b,K1-K2
TOI-1278 b,M0 V
TOI-1296 b,
TOI-1298 b,
TOI-132 b,G8 V
TOI-1411 b,
TOI-1422 b,G2 V
TOI-1431 b,Am C
TOI-1442 b,
TOI-1478 b,
TOI-150.01,F
TOI-1516 b,F8 V
TOI-1518 b,F0
TOI-157 b,G9 IV
TOI-1601 b,
TOI-163 b,F
TOI-1685 b,M3.0 V
TOI-169 b,G1 V
TOI-1693 b,
TOI-1695 b,
TOI-1696 b,M5V
TOI-1710 b,G5 V
TOI-172 b,
TOI-1728 b,M0
TOI-1759 b,M0.0 V
TOI-1789 b,F
TOI-1807 b,
TOI-1820 b,
TOI-1842 b,
TOI-1860 b,G V
TOI-1899 b,M0
TOI-201 b,F6 V
TOI-2025 b,
TOI-2046 b,F8 V
TOI-2048 b,G V
TOI-206 b,
TOI-2081 b,M1.0
TOI-2109 b,F
TOI-2136 b,M4.5 V
TOI-2158 b,
TOI-2180 b,G5
TOI-2184 b,
TOI-2196 b,G V
TOI-220 b,K0 V
TOI-2207 b,
TOI-2236 b,
TOI-2257 b,M3
TOI-2260 b,G V
TOI-2285 b,
TOI-2337 b,
TOI-237 b,M4.5 V
TOI-2406 b,M4 V
TOI-2411 b,
TOI-2421 b,
TOI-2427 b,
TOI-2445 b,
TOI-251 b,
TOI-2545 b,
TOI-2567 b,
TOI-257 b,
TOI-2570 b,
TOI-2669 b,
TOI-269 b,M2 V
TOI-277 b,
TOI-3362 b,
TOI-3629 b,M1
TOI-3693 b,
TOI-3757 b,M0 V
TOI-3884 b,M4
TOI-4137 b,
TOI-4329 b,
TOI-4479 b,M3.0
TOI-4582 b,
TOI-481 b,G
TOI-5153 b,F8 V
TOI-5174 b,
TOI-519 b,M3.5
TOI-5238 b,
TOI-530 b,M0.5 V
TOI-532 b,
TOI-5398 b,
TOI-540 b,M V
TOI-544 b,
TOI-5542 b,G3 V
TOI-558 b,F V
TOI-559 b,G V
TOI-564 b,
TOI-620 b,M2.5 V
TOI-628 b,
TOI-640 b,
TOI-674 b,M2 V
TOI-677 b,F8
TOI-813 b,G0 IV
TOI-824 b,K4 V
TOI-833 b,
TOI-837 b,G0/F9 V
TOI-849 b,G
TOI-892 b,F
TOI-905 b,
TOI-954 b,
TYC 0434-04538-1 b,
TYC 2187-512-1 b,M1.0 V
TYC 3318-01333-1 b,
TYC 3667-1280-1 b,
TYC 4282-00605-1 b,
TrES-3 b,G4 V
TrES-5 b,
UKIRT-2017-BLG-001L b,
USco CTIO 108 b,M7
USco1556 b,M3.0 V
USco1621 b,M2.5 V
V0391 Peg b,sdBV
V830 Tau b,
WASP-10 b,K5 V
WASP-101 b,F6
WASP-103 b,F8 V
WASP-105 b,K2
WASP-106 b,F9
WASP-110 b,G9
WASP-113 b,G1
WASP-117 b,F9
WASP-118 b,F6
WASP-119 b,G5
WASP-120 b,F5
WASP-121 b,F6 V
WASP-124 b,F9
WASP-13 b,
WASP-130 b,G6
WASP-131 b,G0
WASP-133 b,G4
WASP-135 b,G5 V
WASP-136 b,
WASP-138 b,
WASP-141 b,F9
WASP-142 b,F8
WASP-144 b,K2 V
WASP-147 b,G4
WASP-15 b,F7
WASP-150 b,F8
WASP-151 b,G1
WASP-153 b,G0
WASP-156 b,K3
WASP-157 b,G2 V
WASP-158 b,F6 V
WASP-159 b,F9
WASP-16 b,
WASP-161 b,
WASP-162 b,K0
WASP-163 b,
WASP-164 b,G2 V
WASP-165 b,G6
WASP-166 b,F9 V
WASP-167 b,F1 V
WASP-169 b,F8
WASP-17 b,F4
WASP-170 b,
WASP-171 b,G0
WASP-172 b,F1 V
WASP-174 b,F6 V
WASP-175 b,F7
WASP-176 b,F9
WASP-177 b,K2
WASP-178 b,A1 IV-V
WASP-181 b,G2
WASP-182 b,G5
WASP-183 b,G9
WASP-184 b,G0 V
WASP-185 b,G0 V
WASP-186 b,F
WASP-187 b,F
WASP-189 b,
WASP-19 b,G8 V
WASP-190 b,F6 IV-V
WASP-192 b,G0 V
WASP-21 b,G3 V
WASP-22 b,G1 V
WASP-23 b,
WASP-25 b,
WASP-28 b,F8
WASP-29 b,
WASP-31 b,
WASP-32 b,
WASP-34 b,
WASP-35 b,
WASP-37 b,
WASP-38 b,F8 V
WASP-39 b,
WASP-4 b,G8
WASP-42 b,
WASP-43 b,K7 V
WASP-44 b,G8 V
WASP-46 b,G6 V
WASP-48 b,
WASP-5 b,G5
WASP-50 b,
WASP-52 b,K2 V
WASP-57 b,G6
WASP-59 b,K5 V
WASP-6 b,
WASP-60 b,G1 V
WASP-61 b,
WASP-62 b,
WASP-63 b,
WASP-65 b,G6
WASP-66 b,
WASP-67 b,
WASP-69 b,K5
WASP-7 b,
WASP-71 b,F8
WASP-72 b,F7
WASP-73 b,F9
WASP-74 b,F9
WASP-78 b,
WASP-79 b,
WASP-80 b,K7-M0 V
WASP-81 b,
WASP-82 b,F5
WASP-83 b,G8
WASP-84 b,K0
WASP-88 b,F6
WASP-89 b,K3
WASP-90 b,F6
WASP-91 b,K3
WASP-92 b,F7
WASP-93 b,F4
WASP-95 b,G2
WASP-96 b,G8
WASP-97 b,G5
WASP-99 b,F8
WD 0806-661 b,DQ
WISEP J121756.91+162640.2 A b,T8.5
WTS-1 b,F6 V
WTS-2 b,K2 V
Wendelstein-1 b,K7 V
Wendelstein-2 b,K6 V
Wolf 503 b,K3.5 V
XO-1 b,G1 V
XO-3 b,F5V
XO-4 b,F5 V
XO-5 b,G8 V
XO-6 b,F5
XO-7 b,G0 V
YSES 2 b,K1 V
alf Ari b,K2III
bet UMi b,K4 III
eps CrB b,K2 III
eps Eri b,K2 V
eps Tau b,K0 III
gam Psc b,G7 III
kap And b,B9 IV
kap CrB b,K0 III-IV
mu Leo b,K2 III
mu2 Sco b,B2 IV
omi CrB b,K0
tau Gem b,K2 III
ups Leo b,G9 III
xi Aql b,G9 III
